DAUID,POPDENSE
24661812,19173.6
24661813,15366.8
24661814,12566.4
24661815,15734.6
24661816,11709.7
24661817,12057.5
24661818,20765.6
24661819,17472.5
24661820,12617.3
24661821,11378.2
24661822,11670.4
24661823,18630.1
24661824,16313.2
24661825,16491.2
24661826,17040.5
24661827,5877
24661828,14654.4
24661829,11941
24661830,13383.8
24661831,14793.1
24661832,19090.9
24661833,12399.2
24661834,19267.4
24661835,13910.1
24661836,11541.1
24661837,10114.7
24661838,14367.6
24661839,14441.6
24661840,10863.8
24661841,15344.8
24661842,18575.2
24661843,21604.1
24661844,17615.9
24661845,17066.7
24661846,15626.7
24661847,13139.5
24661848,31371.7
24661849,17768.1
24661850,20327.9
24661851,17157.1
24661852,12081.9
24661853,11568.4
24661854,16275.2
24661855,14986.6
24661856,12903.2
24661857,15374.4
24661858,4735.4
24661859,8760.1
24661860,41379.3
24661861,13040.5
24661862,17269.1
24661863,17048.2
24661864,15515.7
24661865,7883.7
24661866,10557.9
24661867,7988.9
24661868,21743.1
24661869,6918.3
24661870,4383.3
24661871,6399.4
24661872,13771.6
24661873,15744.1
24661874,11193.5
24661877,4971.8
24661879,7276.5
24661880,14052.6
24661881,19101.1
24661882,14992.5
24661883,5861.1
24661884,12598.6
24661885,6272.2
24661886,5636.4
24661887,14227.1
24661889,45392.9
24661890,22307.7
24661891,19068.3
24661892,20722.9
24661893,17329.5
24661894,5661.8
24661895,16720
24661896,20169.5
24661897,16994.8
24661898,14101.9
24661899,23580.6
24661900,15261.7
24661901,13506.9
24661902,15724.3
24661903,17957.4
24661904,14102.6
24661905,18581.8
24661906,17101.4
24661907,14172.2
24661908,18148.1
24661909,12063.5
24661910,10776.3
24661911,17397.3
24661912,13715.2
24661913,15152.4
24661916,2651.4
24661917,2234.2
24661918,5145.6
24661919,2671.8
24661920,2496.9
24661921,2077.1
24661922,3886.6
24661925,10528
24661926,8836.3
24661927,9599.2
24661928,7821.5
24661929,15569.6
24661936,14148.1
24661937,11421.3
24661940,17157.9
24661941,19380.2
24661942,2428
24661943,16448.3
24661944,13028
24661945,16238.9
24661946,10887.4
24661947,18826.1
24661948,14350.3
24661949,16658
24661950,10156.7
24661953,12183.7
24661954,16651.4
24661955,18132.3
24661956,9977.4
24661957,13908.7
24661958,18788.7
24661959,13929.6
24661960,16458.9
24661961,3152.6
24661962,8834.4
24661963,18341.7
24661964,18611.8
24661965,12250.5
24661966,7873.6
24661967,3177.5
24661968,13015.1
24661969,18865.7
24661970,11617.6
24661971,13829.8
24661972,7154.2
24661973,14735.2
24661974,11199.1
24661975,12568.2
24661976,12302.5
24661977,12413.8
24661978,9698.6
24661979,10805.4
24661980,12658.8
24661981,16081.1
24661982,15856.7
24661983,8888.9
24661984,10451.4
24661985,29836.1
24661986,10344.2
24661987,21005.6
24661988,17865.2
24661989,16571.4
24661990,12929.6
24661991,16134.5
24661992,16920.6
24661993,15101.5
24661994,15261.4
24661995,14195.5
24661996,9977.9
24661997,11583.7
24661998,14210.5
24661999,13684.2
24662000,13549.3
24662001,15687.3
24662002,16578.2
24662003,13910.9
24662004,13737.1
24662005,16012.9
24662006,17889.6
24662007,19251.7
24662008,8516
24662009,13447.3
24662010,15041.1
24662011,13357.7
24662012,12888.4
24662013,15309
24662014,5970.5
24662015,7562.5
24662016,15907.9
24662017,20319.1
24662018,21736.8
24662019,21354.2
24662020,15658.4
24662021,15519.7
24662022,14750
24662024,6894.8
24662025,28600.8
24662026,2804.6
24662027,3320.2
24662028,13774.2
24662029,17312.5
24662030,21111.1
24662031,15163.4
24662032,2764
24662033,14688.6
24662034,16629.2
24662035,17830.2
24662036,11662.7
24662037,13612.4
24662038,12873.6
24662039,8935.6
24662040,14587.7
24662041,12411.7
24662042,8479.3
24662043,11617
24662044,14034.1
24662045,13248.4
24662046,17621.2
24662047,3978.3
24662048,15337.4
24662049,14679.5
24662050,12577.8
24662051,8170.7
24662052,12256.5
24662053,16512.3
24662054,8411.4
24662055,18455.9
24662056,17165
24662057,11772.6
24662058,3397.9
24662064,14071
24662065,5720
24662066,5004.5
24662067,0
24662069,13885.5
24662070,13016.8
24662071,23709.7
24662072,24268.3
24662073,10919.8
24662074,13825.4
24662075,20565.2
24662076,15990.1
24662077,12445
24662078,14730.4
24662079,10897.4
24662080,11847.1
24662081,10320
24662082,32198.6
24662083,16061.5
24662084,3544.7
24662085,9063.4
24662086,9446.1
24662087,21285.7
24662088,19668.5
24662089,3893.8
24662090,7603.5
24662091,4567.9
24662092,16334.2
24662093,17883.2
24662094,16941.7
24662095,10494.7
24662096,11922.2
24662097,14433.2
24662098,14023.9
24662099,10173.3
24662100,13190.8
24662101,6017.8
24662102,10739.4
24662103,6944.9
24662104,8165.5
24662105,9480.5
24662106,9200.8
24662108,15333.3
24662109,18228.2
24662110,15256
24662111,11775.5
24662112,17245.9
24662113,3453.9
24662114,3221.2
24662115,3939
24662116,16738.5
24662117,2580.6
24662118,5804
24662119,5864.2
24662120,5859.3
24662121,7174.6
24662122,2888.4
24662123,3304.4
24662124,10395.3
24662125,15865.4
24662126,13625
24662127,7707.9
24662128,8407
24662129,13488.9
24662130,5549.1
24662131,17239.4
24662132,16117
24662133,7219.1
24662134,6560.8
24662135,7688.4
24662136,21841.8
24662137,10441.6
24662138,3353.6
24662140,32804.9
24662141,31500
24662142,26520.3
24662143,3505.9
24662144,13223.7
24662145,2786.5
24662147,15989.3
24662148,5279.6
24662149,9821.7
24662150,7965.5
24662151,14970.6
24662152,7012.4
24662153,11924.4
24662154,8850.3
24662155,13151
24662156,5807
24662157,13811.8
24662158,8404.7
24662159,10089.2
24662160,14163.6
24662161,14819.5
24662162,1682.7
24662163,6950.2
24662164,3200.7
24662165,13571.4
24662167,4663.1
24662168,23447
24662169,10740.7
24662170,5975.4
24662171,6305
24662172,8531
24662173,3917.8
24662174,2149.2
24662175,10682.5
24662176,3282
24662177,10225.1
24662178,10562.3
24662179,8499.5
24662180,11991.6
24662182,2991.5
24662183,9398.5
24662187,2556.5
24662192,7263.2
24662193,2677.3
24662194,11546.2
24662195,9233.4
24662196,9212
24662197,5282.5
24662198,9160.8
24662199,11124.3
24662200,26084.3
24662201,18007.1
24662202,14267.9
24662203,16359.7
24662204,48198.2
24662205,7167.5
24662206,8176.8
24662209,5617.2
24662210,9661.4
24662211,5039
24662212,5151.9
24662213,4664.4
24662214,25404.3
24662215,26156.6
24662216,8094.4
24662217,4662
24662218,2745.1
24662219,3553.1
24662220,7736.1
24662221,3659.8
24662222,3714.6
24662223,3242.5
24662224,3237.5
24662225,3984
24662226,2941.2
24662227,3997
24662228,2285.8
24662229,2847.3
24662230,4047.6
24662231,4144.2
24662232,8497.5
24662233,3857.4
24662234,14190.8
24662235,16381
24662236,1511
24662237,3294.9
24662238,2261.4
24662239,3567.6
24662240,7881.4
24662241,3505.1
24662242,3234.3
24662243,1208.6
24662244,2557.2
24662245,2398.7
24662246,10977.6
24662247,0
24662248,1504.5
24662250,1143.1
24662251,2939.8
24662252,3252.3
24662253,10107.5
24662254,3446.2
24662255,3737.5
24662256,2588.7
24662257,3152.8
24662258,1732.9
24662259,1941.2
24662260,3077.4
24662261,6716.8
24662262,1256.6
24662263,1981.1
24662264,2928.8
24662265,2289.3
24662266,1534.7
24662267,1532.5
24662268,2976
24662269,5171.9
24662270,4907.4
24662271,3162
24662272,4295
24662273,2869.9
24662274,3347.7
24662275,2304.1
24662276,2954
24662277,2330.9
24662278,6876.7
24662279,13111.8
24662280,2508.7
24662281,1717.5
24662282,4097.6
24662283,3343.6
24662284,901.9
24662285,3759.8
24662286,2763.3
24662287,3685.5
24662288,2965.5
24662289,857
24662290,3018.4
24662291,2363.9
24662292,3110.1
24662293,1729.6
24662294,3013.4
24662295,3863.4
24662296,2301.4
24662297,1810.1
24662298,1947.8
24662299,2278.4
24662300,1832
24662301,2556.6
24662302,2085.1
24662303,1580.4
24662304,2816.5
24662305,2878.4
24662306,1249.6
24662307,1959
24662308,1893.7
24662309,1331.5
24662310,2185
24662311,1553.4
24662312,1454
24662313,840.2
24662314,3499
24662315,2455.3
24662316,2888.9
24662317,2817.4
24662318,2925.4
24662319,1692.5
24662320,2385.2
24662321,3259.2
24662322,2640.3
24662323,4678.5
24662324,4533.7
24662325,3143.2
24662326,3614.2
24662327,2698.3
24662328,3186
24662329,3261.3
24662330,3657.3
24662331,1606.7
24662332,6775.7
24662333,3983.2
24662334,4472.4
24662335,3950.4
24662336,9900.6
24662337,7325
24662338,2305.6
24662339,4017.2
24662340,3325.3
24662341,3875.3
24662342,4292.9
24662343,3632.8
24662344,3090
24662345,3383.4
24662346,2142.2
24662347,2461.9
24662348,3249.3
24662349,3082.2
24662350,3205
24662351,3520.9
24662352,2555.5
24662353,4427.6
24662354,3846.2
24662355,4972.5
24662356,3809.5
24662357,3637.1
24662358,8724.1
24662359,6330.9
24662362,3626.4
24662363,2313
24662364,3878.7
24662365,3614.1
24662366,4026.9
24662367,3485.4
24662368,3632.5
24662369,2238.1
24662370,3178.6
24662371,3734.7
24662372,3937.8
24662373,5025.8
24662374,3065.8
24662375,4733.2
24662376,2997.9
24662377,3448.3
24662378,3647.7
24662379,3241.9
24662380,3099.6
24662381,4255.2
24662382,3573.6
24662383,3995.5
24662384,1848.7
24662385,3341.3
24662386,4512.7
24662387,11225.1
24662388,3059
24662389,2794.3
24662390,2804.8
24662391,4464.5
24662392,5260.1
24662393,3702.7
24662394,4310.7
24662395,3556.4
24662396,3551.9
24662397,1083.5
24662398,3300.9
24662399,5645.3
24662400,5122.7
24662401,3008.1
24662402,9081.2
24662403,6617.3
24662404,9221.5
24662405,4160.2
24662408,3040.1
24662409,2358.6
24662410,3768.3
24662411,9137
24662412,11314.9
24662413,6083.3
24662414,10353.2
24662415,9958.5
24662416,8268.3
24662417,9238.4
24662418,8750
24662419,6129.9
24662420,539.9
24662421,93.9
24662422,1808.8
24662423,2362.9
24662424,2937.4
24662425,2648.8
24662426,2375.6
24662427,2989.4
24662428,3507.4
24662429,2811.5
24662430,3947.4
24662431,3490.6
24662432,60.2
24662433,75.2
24662434,383.8
24662435,1157.3
24662436,4584
24662439,12768.6
24662440,8561.4
24662442,12774.4
24662444,7695.5
24662445,17926.6
24662447,12965.8
24662448,22293.6
24662449,12234
24662450,17622.4
24662452,27269.9
24662453,24171
24662454,12348.2
24662455,11007.6
24662456,7475.8
24662457,9683.2
24662458,2625.8
24662459,3126.9
24662460,3895.7
24662461,4240.7
24662463,11983.6
24662465,5102.3
24662466,4620.6
24662467,2391.8
24662468,4822.8
24662469,3556.5
24662470,3623.4
24662471,7373.5
24662472,5387.9
24662473,12297.3
24662474,4198.8
24662475,2046
24662476,11038.5
24662477,5435.6
24662478,17293.1
24662479,3720.9
24662480,2279.1
24662483,10054.6
24662484,19962.7
24662485,5838.8
24662486,14878
24662489,9876.5
24662490,19200
24662491,34928.6
24662492,12140.2
24662493,1490.8
24662494,4529
24662495,9017.9
24662496,8538.3
24662497,7138.5
24662498,6698.3
24662499,2859.3
24662500,5176.6
24662501,7973.4
24662502,13262.4
24662503,24772.7
24662504,6755
24662505,4035.8
24662506,4217.6
24662507,2845.1
24662508,4187.7
24662509,3635
24662510,5852.3
24662511,10196.5
24662512,3717.9
24662513,6741.6
24662515,5264.1
24662516,12660.7
24662518,3065
24662519,1466.6
24662520,6465.3
24662521,6449.9
24662522,7862.2
24662523,9225.4
24662524,9885.4
24662525,5619.7
24662526,7254.1
24662527,8389.4
24662528,6375.9
24662529,3087.3
24662530,5898
24662531,5424.5
24662532,8260.9
24662533,19497.5
24662534,9025.7
24662535,5193.7
24662536,6181.2
24662537,8931.9
24662538,7771.6
24662539,9813.1
24662540,7382.4
24662541,6209.3
24662542,6060.1
24662543,2786.5
24662544,12187
24662545,2981.8
24662546,6713.4
24662547,30884
24662548,3129.8
24662549,6190.5
24662550,5727.2
24662551,8291.7
24662552,10076.3
24662553,4893.1
24662554,10898.3
24662555,9113.7
24662556,11476.2
24662557,4123.1
24662558,8326.5
24662559,5288.3
24662560,12432.4
24662561,9287
24662562,8028.4
24662563,8239.6
24662564,4582.5
24662565,3355
24662566,3272.5
24662567,3434.2
24662568,3493.6
24662569,6037.5
24662570,2162
24662571,8681.9
24662572,9447.6
24662573,9425.1
24662574,7817.6
24662575,2838.6
24662576,10968.4
24662577,9951.4
24662578,8510.3
24662579,7222.2
24662580,8328.1
24662581,11340.9
24662582,10340
24662583,6255.8
24662584,9332.6
24662585,4198
24662586,4531.1
24662587,13375.8
24662588,8159.2
24662589,2389.1
24662590,7384.9
24662591,4922
24662592,7996.4
24662593,6048.6
24662594,6442.7
24662595,7840
24662598,8152.4
24662599,9471.2
24662600,12691.5
24662601,2907.5
24662602,4897.8
24662603,4293.4
24662604,4586.4
24662605,13399.2
24662606,17614.9
24662607,10490.5
24662608,13543.1
24662609,14225.4
24662610,9243.1
24662611,10551
24662612,11108.5
24662613,9747.6
24662614,9881.2
24662615,1551.2
24662616,9001.8
24662617,10181.6
24662618,4851.7
24662619,5920.4
24662620,19502.3
24662621,10958.5
24662622,17121.2
24662623,13792.5
24662624,13073
24662625,16887.6
24662626,11488.6
24662627,11148.3
24662628,472.3
24662629,1060.1
24662630,11777.1
24662631,15867.1
24662632,15483.9
24662633,17894.7
24662634,20934.1
24662635,11686.7
24662636,24550.9
24662637,23988.1
24662638,10316.3
24662639,9787.6
24662640,12450.3
24662641,9096
24662642,1972.9
24662643,9678.7
24662644,7315.5
24662645,8890.2
24662646,9131.2
24662647,5640.2
24662648,5610
24662649,14951.9
24662650,6849.5
24662651,12148.4
24662652,6103.5
24662653,13477.3
24662654,6030.7
24662655,13144.3
24662656,12317.7
24662657,8948.4
24662658,5459.1
24662659,18299
24662660,3396.1
24662661,6433
24662662,7638
24662663,11495.1
24662664,9174
24662665,10692.4
24662666,6614.5
24662667,7802.7
24662668,8275.9
24662669,8402.4
24662670,7604.7
24662671,2857.1
24662672,6882.1
24662673,7914.3
24662674,13984.7
24662675,9869.5
24662676,6731.3
24662677,11051.8
24662678,11729.9
24662679,5501
24662680,9791.7
24662681,9581
24662682,9391.6
24662683,14871.1
24662684,11510.1
24662685,10287.4
24662686,12788.6
24662687,10598.1
24662688,13352.3
24662689,5850.6
24662690,12312.1
24662691,6297.6
24662692,5813.6
24662693,7787
24662694,7267.8
24662695,12815.2
24662696,8731.1
24662697,9029.3
24662698,5712.4
24662699,9426.2
24662703,7760.9
24662704,18992.2
24662705,41953.1
24662706,13309.4
24662707,1614.7
24662708,12607.8
24662709,6141.5
24662710,8015.8
24662711,6504.6
24662712,6907.1
24662713,7611.7
24662714,4649.1
24662715,5495.1
24662716,9445.5
24662717,7157.8
24662718,23720.9
24662719,18764
24662720,7496.9
24662721,6829.9
24662722,8355.8
24662723,10122.4
24662724,8763.8
24662725,2057
24662726,8689.8
24662727,5662.1
24662728,11821.4
24662729,9927.7
24662730,1835
24662731,614.2
24662732,7582
24662733,9120
24662734,3022.7
24662735,9518.4
24662736,13798
24662737,9680
24662738,8241.1
24662739,6662.6
24662740,10030.3
24662741,10694.1
24662742,11025.1
24662743,15439.7
24662744,9313.2
24662745,13688.1
24662746,7690.3
24662747,22567.9
24662748,11504.2
24662749,10243.9
24662750,12246.4
24662751,13468.2
24662752,12830.2
24662753,4003.1
24662754,12857.1
24662755,12687.7
24662756,18873.7
24662757,15235.5
24662758,13365.4
24662759,10279.3
24662760,17013.7
24662761,22232.1
24662762,1961.7
24662763,3052.4
24662764,13112.1
24662765,3211.5
24662766,21261.7
24662767,21181.1
24662768,20216.5
24662769,25506.6
24662770,21375
24662771,20604.7
24662772,16165.2
24662773,23203.9
24662774,23203.9
24662775,10721.3
24662776,19648.2
24662777,17637.4
24662778,17371.6
24662779,16058.4
24662780,11947.7
24662781,16317.7
24662782,4226.6
24662783,6920.1
24662784,6180.4
24662785,6323.5
24662786,3458.2
24662787,10380
24662788,7279.9
24662789,3669.9
24662790,4535.8
24662791,7767
24662792,7101.7
24662793,8053.2
24662794,4649.8
24662795,6055.3
24662796,5903.7
24662797,12400
24662798,7111.3
24662799,7366.4
24662800,6167.8
24662801,10099
24662802,9247.7
24662803,9470
24662804,8281.9
24662805,6032.3
24662806,14884.4
24662807,4530.5
24662808,6016.4
24662809,3980.4
24662810,3325
24662811,6633.4
24662812,5492.2
24662813,12181.8
24662814,19191.9
24662815,23152.9
24662816,18819.7
24662817,3027
24662819,8716.2
24662821,5191.8
24662822,3355.7
24662823,4159.8
24662824,5738.6
24662825,4732.3
24662826,9033.2
24662827,8535.4
24662828,4735.5
24662829,6797.8
24662830,4737.3
24662831,5663.7
24662832,5790.1
24662833,8438.6
24662834,13589.7
24662835,6318.3
24662836,7163.7
24662837,6030.6
24662838,3175.9
24662839,1409.9
24662840,9553.4
24662841,4501
24662842,9608.1
24662843,3677.5
24662844,3318.1
24662845,5077.7
24662848,7466.5
24662849,137.2
24662850,1660.5
24662851,6271.5
24662852,7329.2
24662853,8669.5
24662854,7892.1
24662855,8326.8
24662856,5615.4
24662857,6407.4
24662858,6699.1
24662859,6916.6
24662860,8429.1
24662861,5689.2
24662862,4585.3
24662863,13131.6
24662864,7819.6
24662865,5207.6
24662866,4979.5
24662867,4831.3
24662868,3710.6
24662869,2880.2
24662870,2654.3
24662871,4619.4
24662872,2712.2
24662873,8395.1
24662874,5198.6
24662875,8431
24662876,8885
24662877,4231.6
24662878,5278.1
24662879,5059.2
24662880,6737.4
24662881,2813.5
24662882,8525.3
24662883,6157.8
24662884,4529.9
24662885,1894
24662886,7047.2
24662887,9032.9
24662888,3292.9
24662889,6525
24662890,6933.8
24662891,7590.4
24662892,5797.7
24662893,4546.2
24662894,4164.7
24662895,5343.8
24662896,5953.6
24662897,3813.7
24662898,4568.7
24662899,2107.7
24662900,4924.6
24662901,2928.8
24662902,2287
24662903,521.8
24662904,812.4
24662905,73
24662906,853.9
24662907,5283.7
24662908,18464.4
24662909,5218.6
24662910,11536.9
24662911,1531.1
24662912,6269.2
24662913,5594.3
24662914,4598.4
24662915,6083.9
24662916,3201.9
24662917,3547.2
24662918,8833.8
24662919,3474.6
24662920,5565.2
24662921,173.3
24662922,6053.4
24662923,3874.3
24662924,10460
24662925,8115.5
24662926,10821.1
24662927,7975.5
24662928,4422.6
24662929,3719.1
24662930,4861.1
24662931,3678.2
24662932,6625.8
24662933,1588.1
24662934,2106.1
24662935,982.4
24662936,292.8
24662937,3045.6
24662938,626.5
24662939,4716.5
24662940,7082.2
24662941,8629.2
24662942,540.5
24662943,5100
24662944,5075.2
24662945,7296.1
24662946,5824.1
24662947,2837.3
24662948,453.8
24662949,1624.2
24662951,1328
24662952,4083.2
24662953,1585.5
24662954,4192.9
24662955,6779.7
24662956,4753.4
24662957,4014.7
24662958,3548.6
24662961,7521.6
24662962,10448.9
24662963,13293.4
24662964,941.7
24662965,13662.3
24662966,29845.4
24662967,1778.1
24662968,7128.5
24662969,657.8
24662970,11054.8
24662971,9022.2
24662972,4122.4
24662973,6364.8
24662974,9606.2
24662975,11605.4
24662976,2805
24662977,8587.7
24662978,8765.4
24662979,5790.3
24662980,13309.9
24662981,3753.1
24662982,21013.8
24662983,4104.2
24662984,694.2
24662985,778
24662986,1242.3
24662987,974.8
24662988,1403.7
24662989,4683.2
24662992,8168.1
24662993,7857.1
24662994,3402.5
24662995,2103.5
24662996,2752.4
24662997,11611.4
24662998,262.1
24662999,6982.2
24663000,3577.9
24663001,2883.5
24663002,3145.7
24663003,2185.8
24663004,2748.2
24663005,2155
24663006,2700.4
24663007,2390.8
24663008,2340.7
24663009,3982.7
24663010,2137.4
24663011,4900.8
24663012,3553.8
24663013,4802
24663014,2146.4
24663015,6630.1
24663016,6259.3
24663017,4788.4
24663018,12425.5
24663019,8546.4
24663020,3414.1
24663021,1716.1
24663022,2784.2
24663023,2460.6
24663024,3356.4
24663025,2667.8
24663026,8355.7
24663027,2987.2
24663028,4176.1
24663029,3170.5
24663030,2966.8
24663031,3616.9
24663032,4308.4
24663033,3425.5
24663034,4851.5
24663035,2815
24663036,4236.1
24663037,2719.7
24663038,3770.6
24663039,3710.6
24663040,2819.6
24663041,2945.5
24663042,3268.3
24663043,2853.9
24663044,3365.7
24663045,3039.2
24663046,3451.7
24663047,2602.9
24663048,3553.5
24663049,4050.4
24663050,1457
24663051,4317
24663052,2500
24663053,4247.7
24663054,1808.2
24663055,2806.5
24663056,3577.4
24663057,593.7
24663058,2857.9
24663059,2379.6
24663060,2919.5
24663061,3187.2
24663062,2804.6
24663063,2789.6
24663064,2965.6
24663065,5767.7
24663066,1821.4
24663067,259.9
24663068,126.5
24663069,492.8
24663070,2795.3
24663071,2994.6
24663072,3381.5
24663073,2370.9
24663074,338.5
24663075,674.6
24663076,1076.2
24663077,282.5
24663079,7864.4
24663080,5606.8
24663081,5152.8
24663082,4933.3
24663083,3712.3
24663084,3793.9
24663085,3675.5
24663086,5384.6
24663088,3617.4
24663089,4119.8
24663090,2782.9
24663091,2875.7
24663092,3252
24663094,3788.7
24663095,2894.9
24663096,1854.5
24663097,2731.1
24663098,2882.3
24663099,804.9
24663100,3489.8
24663101,2883.3
24663102,2151.3
24663103,1368.5
24663104,2245.7
24663105,2219
24663106,1239.7
24663107,1383.2
24663108,1929.6
24663109,1943.1
24663110,1462
24663111,206.9
24663112,1319
24663113,1103.4
24663114,1217.1
24663115,694
24663116,1197.7
24663117,1178.6
24663118,122.2
24663119,1488.9
24663120,3795.7
24663121,3712.3
24663122,3883.4
24663123,3014.3
24663124,426.5
24663125,72.3
24663126,3847.1
24663127,3074.3
24663128,1312.4
24663129,1128.1
24663130,2422.2
24663131,3284.7
24663132,1831.5
24663133,2086.1
24663134,1349
24663135,1995.8
24663136,1330.7
24663137,2671.2
24663138,7577
24663139,8410.1
24663140,2381
24663141,3953.3
24663142,25457.5
24663143,4089.3
24663144,4815.6
24663145,7448.7
24663146,6888.6
24663147,8625
24663149,5396.5
24663150,5796.6
24663151,285
24663152,718.9
24663153,1498.9
24663154,2620.9
24663155,3962.9
24663156,4107.3
24663157,4373.6
24663158,2091
24663159,2908.9
24663160,1418.6
24663161,3639
24663162,3481
24663164,2687.5
24663166,1449.4
24663167,2844.9
24663168,3333.3
24663169,5649.5
24663170,2125.6
24663171,15618
24663172,1321.2
24663173,2771.1
24663174,1629.3
24663175,2280.3
24663176,2022.2
24663177,3514.7
24663178,1104.7
24663179,3160.5
24663180,2415.4
24663181,3184
24663182,1077
24663183,5428.3
24663184,2621.4
24663185,4750.7
24663186,4383.8
24663187,2963
24663188,4195.5
24663189,14500
24663190,11452.4
24663191,16375.8
24663194,6012.2
24663195,20000
24663196,6317.5
24663197,8346.8
24663198,10715.7
24663199,7392
24663200,12563.3
24663201,6288.2
24663202,11703.5
24663203,34809.5
24663204,9533.8
24663205,17491.4
24663206,26118.1
24663207,17308.7
24663208,11967.5
24663209,9659.6
24663210,10178.2
24663211,9648.1
24663212,18537.5
24663213,8255
24663214,12494.6
24663215,11166.4
24663216,1357.7
24663217,5669.4
24663218,4290.7
24663219,9313.2
24663220,3197.3
24663221,11214.5
24663222,9621.5
24663223,11269.6
24663227,3208.9
24663228,9806.3
24663229,2759.1
24663230,8375
24663231,10815.3
24663232,7492.7
24663233,7652
24663234,9826.1
24663235,8550
24663236,1908.2
24663237,12585.2
24663238,12077.9
24663239,9419.4
24663241,9132
24663242,135547.4
24663243,74527
24663244,15460.5
24663245,28871
24663246,31756.4
24663249,47225.8
24663250,12063.5
24663251,11937.2
24663252,26443.3
24663253,13664.1
24663254,8178.9
24663255,13213.5
24663256,2761.6
24663257,2943.2
24663258,19200
24663259,19775.9
24663260,5799.7
24663261,10430.1
24663262,21363.6
24663263,4368
24663264,14594.6
24663266,11922
24663269,1061.7
24663270,7341.1
24663271,2233
24663273,19587.9
24663274,27500
24663275,4884.8
24663276,12939.1
24663277,11305.7
24663278,41141.3
24663279,24677.6
24663280,5196.5
24663281,12352.9
24663282,403.8
24663283,14098
24663284,5898.6
24663285,4915.7
24663286,14516.8
24663287,9081
24663288,4980.2
24663289,8868.7
24663290,6596.2
24663291,16843.6
24663292,424.2
24663293,3039.7
24663294,3803.1
24663295,3273.9
24663296,10980.7
24663297,4062.9
24663298,10290.9
24663299,20633.8
24663300,4307
24663301,5000
24663302,2740.7
24663304,4222.5
24663305,11317.7
24663306,8248.9
24663311,1255.2
24663314,3789.9
24663315,6316.3
24663316,17073.2
24663317,6559.1
24663318,13324.5
24663319,5197.2
24663320,8801.7
24663321,4576.7
24663322,5794.7
24663323,14574.5
24663324,14421.8
24663325,15522.9
24663326,10726
24663327,17213.6
24663328,15796.3
24663329,0
24663330,4436.4
24663331,11992.2
24663332,14081.6
24663333,8329.4
24663334,0
24663335,0
24663336,1743.7
24663337,16604.5
24663340,0
24663341,12943
24663342,7561.4
24663343,15903.6
24663344,13444.1
24663345,33611.1
24663346,13606.6
24663347,8468.1
24663348,36692.3
24663349,45769.2
24663350,15335.6
24663351,0
24663352,17255.9
24663353,38342.9
24663354,3628.7
24663355,111302.1
24663356,44790.1
24663357,30050.6
24663358,4498.5
24663359,24693.1
24663360,43966.9
24663361,11578.9
24663362,377.2
24663363,3285.6
24663364,3918.1
24663365,5087.1
24663366,27344.4
24663367,45965.9
24663368,39370.1
24663369,10290.1
24663370,3.8
24663371,48581.1
24663372,40918.4
24663373,11791.3
24663374,10415.6
24663375,9598.7
24663376,3970.7
24663377,9556
24663378,4187.2
24663379,14021.5
24663380,5446.2
24663381,2.7
24663382,5
24663383,617.9
24663384,4514.9
24663385,9437.2
24663386,7647.8
24663387,8240.1
24663388,9557.1
24663389,7300.5
24663390,694.8
24663391,8240.6
24663392,6712.1
24663393,8991
24663394,2124.4
24663395,3547.1
24663396,26.1
24663397,15008.2
24663398,10852.1
24663399,9402
24663400,12946.6
24663401,2525
24663402,10158.3
24663403,5476.4
24663404,7196.8
24663405,6421.9
24663406,686.5
24663407,1668.3
24663408,7381.5
24663409,4978.1
24663410,6406.7
24663411,4462.2
24663412,4522.4
24663413,9116
24663414,3210.9
24663415,8810.8
24663416,2317.9
24663417,9046.9
24663418,10895.8
24663419,33.4
24663420,4244.2
24663421,4817.8
24663422,4695.7
24663423,110.2
24663424,4548.2
24663425,9652.3
24663426,17382
24663428,4996.2
24663429,2041.3
24663430,901
24663431,5080.4
24663432,5280.7
24663434,8464.1
24663436,10303.5
24663437,9503.7
24663438,6438.3
24663439,625.5
24663441,0
24663442,7644.1
24663443,9341.6
24663444,23480.8
24663445,5663.1
24663450,14109.2
24663451,6708.5
24663452,5953.2
24663453,12181.1
2467,404.5
24670001,4643.2
24670002,3455.5
24670003,3579.5
24670004,3089.7
24670005,3858.4
24670006,738.7
24670007,2698.5
24670008,2770.9
24670009,2948.9
24670011,1194.3
24670012,3308.2
24670013,2938.5
24670014,3844.5
24670015,5249.5
24670016,3655
24670017,470.2
24670018,4515.6
24670019,3399.7
24670020,2462.1
24670021,4392.5
24670022,4104.5
24670023,1153.8
24670024,3888.9
24670025,2341.6
24670026,3576.7
24670027,4766
24670028,3695.4
24670029,1813.3
24670030,2621.7
24670032,2013.2
24670033,2514.4
24670034,3708.9
24670036,2589.9
24670040,5296.8
24670041,3794.4
24670042,25.5
24670074,2795.7
24670075,3994.8
24670076,2764.9
24670077,3743.9
24670079,2234.3
24670080,2822
24670081,4298.9
24670082,3799.3
24670083,1179.9
24670094,361.8
24670095,452.4
24670096,1484.8
24670097,3021.5
24670098,3803.6
24670099,1695.6
24670100,3114.7
24670101,2761.3
24670102,2800.3
24670103,3514
24670104,3157.1
24670105,3005.3
24670106,3384
24670107,750.8
24670108,2195
24670109,1800.2
24670110,3383.7
24670111,4030.1
24670112,4058.3
24670113,3135.2
24670114,3203.4
