DAUID,POPDENSE
35211485,4493.3
35211486,2070.1
35211487,1453.2
35211488,5612.7
35211489,4051.4
35211490,3958
35211491,2016.5
35211492,3107.9
35211493,4993.2
35211496,6802.8
35211497,2992.3
35211498,1839.4
35211499,10197.5
35211501,5923
35211502,5382.4
35211505,5653.2
35211506,4822.5
35211507,3391.5
35211508,7624.8
35211509,5372
35211510,7088.5
35211511,5592
35211513,3539.2
35211514,7746.2
35211515,8857.1
35211516,1152.7
35211517,9954.9
35211518,7380.8
35211519,7606.5
35211520,2419.8
35211521,3014.4
35211522,6017.9
35211523,5798.3
35211524,7349.1
35211525,6175.7
35211526,3381.9
35211527,11299.6
35211528,5437.6
35211529,13908
35211530,8546.4
35211531,7871.2
35211532,5801.8
35211533,7128.6
35211534,5960.4
35211535,8642.6
35211536,8610
35211537,3281.1
35211538,11392.4
35211539,1316.8
35211540,3396.8
35211542,3620.5
35211543,3284
35211544,5103.4
35211545,1432.7
35211546,12611.3
35211547,8351.6
35211548,2964.7
35211549,11589.7
35211550,11986.3
35211551,3542.5
35211552,3305.2
35211553,2929.7
35211554,10726.2
35211555,2128
35211556,6064.8
35211557,8120.1
35211558,4265.9
35211559,4536.1
35211561,697.5
35211565,1847.2
35211566,20675
35211567,3486.2
35211568,6468.1
35211569,3689.9
35211570,11552
35211571,9559.2
35211572,7478.7
35211573,8015.7
35211574,2793.1
35211575,1323.6
35211576,3160.5
35211577,3943.6
35211578,5938.9
35211579,3457.2
35211581,6426.9
35211582,7464.7
35211583,6142.7
35211584,5837
35211585,5473.2
35211586,6942.1
35211587,4840.7
35211588,10048.8
35211590,7272.7
35211591,6359.3
35211592,9113.8
35211593,5757.4
35211596,8662.3
35211597,12232.6
35211598,3909.2
35211599,3428.2
35211600,4436.6
35211601,3467.2
35211602,22.4
35211603,50.4
35211604,18.2
35211605,37.1
35211606,98
35211607,46.9
35211608,62.8
35211609,95.4
35211610,570.9
35211611,99.6
35211612,1062.4
35211613,600.5
35211614,154.2
35211615,21.8
35211616,20.3
35211617,123.1
35211618,129
35211619,123.6
35211620,18.3
35211621,273.2
35211622,20.4
35211623,43.1
35211624,27
35211625,23.4
35211626,41.5
35211627,22.9
35211628,176.1
35211629,33.9
35211630,92.3
35211631,48.7
35211632,26.9
35211633,701.1
35211634,2590.2
35211635,3904.6
35211636,4423.2
35211637,4547.3
35211638,4269.1
35211639,2890.5
35211640,5762.9
35211641,5183.5
35211642,796.7
35211643,4891.7
35211644,2683.2
35211645,2634.3
35211646,1709.7
35211647,2181.1
35211648,35
35211649,285.6
35211650,260.6
35211651,323.7
35211652,394
35211656,8517.4
35211657,8114.6
35211658,8495.4
35211661,9297.2
35211663,3223.1
35211664,4269.6
35211665,6301.9
35211666,10560.7
35211667,2006.2
35211668,7922.8
35211669,5818.1
35211670,9961
35211672,8658.2
35211673,9983.4
35211675,8458
35211676,9589.9
35211677,6238.5
35211678,9621.4
35211679,8972.4
35211680,9942.5
35211681,2971.7
35211682,8333.3
35211683,8951.7
35211684,7816.8
35211685,6218.3
35211686,9649.8
35211687,6559.7
35211691,10124.6
35211693,8626.3
35211695,8827.8
35211696,10.1
35211697,250.7
35211698,100.9
35211699,9212.8
35211701,6276.3
35211702,111.3
35211704,6883.1
35211705,8322.6
35211706,2032.5
35211707,1378.6
35211708,5435.4
35211711,6623.7
35211712,4164.9
35211713,10236.1
35211714,8033.3
35211715,7968.5
35211716,2472.5
35211718,5871.8
35211719,7943.8
35211720,5597.9
35211721,8246.2
35211722,6498.5
35211723,7470.7
35211724,8738.8
35211725,6225
35211726,4230
35211727,2455.7
35211728,9033.3
35211729,2018.8
35211730,2790.7
35211731,2966.6
35211732,1754.1
35211733,6005.2
35211734,2112.4
35211735,2379.4
35211737,4666.2
35211738,2600.1
35211739,2693.8
35211740,1401.7
35211741,6211.5
35211742,136.5
35211743,609.7
35211744,4266.9
35211745,2086.9
35211746,10221.4
35211747,8346.3
35211748,4386.9
35211749,5217.4
35211750,10023.1
35211751,6666.7
35211754,8178.9
35211755,7150.4
35211756,9863.7
35211757,9463.2
35211758,6787.5
35211760,7083.3
35211761,11869.7
35211762,1371.4
35211763,2273.9
35211764,9894.7
35211765,5318.1
35211766,7939.5
35211767,2716.7
35211768,9397.8
35211769,2357.1
35211770,949
35211772,9428.1
35211774,5724.1
35211775,6582.2
35211776,9030.5
35211777,7407.1
35211778,6247.7
35211779,6279.7
35211780,1030.8
35211781,7583.2
35211782,5213.9
35211783,5882.9
35211784,1799.5
35211785,3320.1
35211788,2366.9
35211790,8728
35211791,9773.3
35211792,6272.6
35211793,5569.6
35211794,6000
35211795,5231.1
35211796,10077.3
35211797,4499
35211801,6571
35211802,9409.3
35211803,7594.3
35211804,6797.7
35211805,5452.7
35211806,5189.9
35211807,2694
35211808,7463.9
35211809,8227.1
35211812,170.7
35211814,5265.1
35211815,11432.4
35211816,1523.6
35211817,11421.3
35211818,8729.8
35211819,8022.1
35211820,9793.5
35211821,6166.1
35211822,5802.2
35211823,10087.7
35211824,4616.5
35211825,10038.7
35211826,11979.4
35211827,7459.3
35211828,28917.5
35211829,31687.9
35211830,24541.8
35211831,10095.9
35211832,3179.4
35211833,4185.2
35211834,8321.7
35211835,9196.4
35211836,7615.4
35211837,7052.5
35211838,5998.5
35211839,7975.5
35211840,7752.3
35211841,8544.1
35211842,7589.8
35211843,4525
35211844,2324.2
35211845,7320.6
35211847,290.9
35211848,6869.8
35211849,4457.9
35211850,2456.6
35211851,1433.3
35211852,1935.7
35211853,7776.9
35211854,7673.3
35211855,9125.6
35211856,2134.9
35211857,9380.2
35211859,8850.3
35211860,3712.9
35211861,7516.6
35211863,2577.4
35211864,8050.2
35211868,9490.4
35211870,1913.8
35211871,4348.9
35211872,862.7
35211873,11022
35211874,8703.9
35211875,11027.2
35211876,11890.1
35211877,13185.8
35211878,7129.3
35211879,959.4
35211880,8846.8
35211881,4223.3
35211882,10660
35211883,184.9
35211885,5567.2
35211887,9323.8
35211888,10509.5
35211890,6905.5
35211891,9436.6
35211892,5228.5
35211893,9042.2
35211894,6537.1
35211895,5791.8
35211896,6668.3
35211897,5203
35211898,10229.9
35211899,10058
35211900,10452.7
35211901,2033
35211902,6829.5
35211903,5358.5
35211904,7700.9
35211905,5725.4
35211906,7566.4
35211907,4311.4
35211908,9198
35211909,7410.7
35211910,9684.1
35211911,3838.9
35211912,7726.6
35211913,3251.9
35211914,8290.8
35211915,7069.5
35211916,7216.1
35211918,3172.1
35211919,8286.1
35211920,5731.9
35211921,7511.7
35211922,6423.5
35211923,9265.7
35211924,11587
35211925,4870.1
35211926,12834.6
35211927,5754.5
35211928,8711.3
35211929,11005.2
35211930,7379.2
35211931,403.7
35211932,6962.6
35211933,6744.4
35211934,5071.1
35211935,6077.7
35211936,3598.6
35211937,1627.5
35211938,6041.4
35211939,96173.9
35211940,5577.5
35211941,11035.5
35211942,5285.1
35211943,5534.3
35211944,7744.9
35211945,8400.8
35211946,19181.6
35211947,2458.9
35211948,3470.1
35211949,10802.7
35211950,3930.8
35211951,7275.1
35211952,3151.1
35211953,7464.8
35211954,8494.5
35211955,8542.7
35211956,8276.2
35211957,959
35211958,7391.9
35211959,6855.8
35211960,2017.4
35211961,3637.1
35211962,1175.5
35211963,951.6
35211964,5383.8
35211965,9100.2
35211966,10638.7
35211967,7816.1
35211968,3018.5
35211969,6949.4
35211970,7635.1
35211971,7823.5
35211972,11403.6
35211975,2372.7
35211976,8590.5
35211977,11472.9
35211978,3141
35211979,6400
35211981,59812
35211982,26192.8
35211983,7519.1
35211984,7572.7
35211985,745.3
35211986,3909.1
35211987,3850.5
35211988,7135.3
35211989,252.9
35211990,10078.7
35211991,852
35211993,2660.7
35211995,3789.6
35211996,2215.4
35211997,7372.9
35211998,9490.8
35211999,11713.1
35212000,10351.2
35212001,7823.7
35212002,10577.8
35212003,7699.4
35212004,8016.3
35212005,894.3
35212006,3386.7
35212007,10826.2
35212009,12755.4
35212011,3406.8
35212012,2368.9
35212013,5408
35212014,4468.5
35212021,15.2
35212022,1836.5
35212023,7695.9
35212024,7195
35212025,5603.7
35212026,6456.5
35212027,6048.2
35212028,8364.6
35212029,7361.9
35212030,7864.4
35212031,9375
35212032,4753.2
35212033,9380.3
35212034,9256.1
35212035,9058.4
35212036,8603.7
35212037,4860.5
35212038,9387.2
35212039,8428.3
35212040,9949.7
35212041,5051.7
35212042,9637.7
35212043,2911.9
35212044,4646.2
35212045,6055.2
35212046,4543
35212047,4691.4
35212048,5377.9
35212049,3006.6
35212050,3042
35212051,2502.4
35212052,3701
35212053,2179.7
35212054,5778.8
35212055,7367
35212057,5633.4
35212058,7792.5
35212059,7129.3
35212060,8249.4
35212061,3685.2
35212062,4275
35212063,2644.5
35212065,5486.7
35212066,5363.6
35212067,8665.1
35212068,4521.7
35212069,55909.1
35212070,20231.5
35212071,8116.2
35212072,4012.1
35212074,6824.8
35212075,6778.9
35212076,87042.3
35212077,5442.2
35212078,3922.6
35212079,12417.2
35212080,6717.2
35212081,576
35212082,24705.9
35212083,11087.4
35212084,141388.9
35212085,15772
35212086,3024.3
35212087,8870.5
35212088,8709.7
35212089,4233.1
35212090,4639.1
35212091,2834.9
35212094,7769.8
35212095,2786.4
35212096,7864.5
35212097,19837.3
35212098,3290.2
35212099,2906.7
35212100,8821.3
35212101,11963.5
35212102,3116
35212103,2076.7
35212104,150.8
35212105,3511.7
35212106,441.2
35212107,948.3
35212108,6853
35212109,4116.9
35212110,4180.2
35212111,2916.2
35212112,845.3
35212113,4923.8
35212114,7169.1
35212115,6192.8
35212116,8807.7
35212117,8841.5
35212118,1468.9
35212119,3616.2
35212120,704.7
35212121,3542.7
35212122,2116.5
35212123,4708.7
35212124,6300
35212125,5446
35212126,7824.6
35212127,5167.2
35212128,5855.5
35212129,5750.8
35212130,6676.6
35212131,7426.6
35212132,5357.1
35212133,6125.2
35212134,2583.7
35212135,523.6
35212136,2685.6
35212137,680.1
35212139,4704.4
35212140,7331.1
35212141,10264.3
35212142,5304.9
35212143,1804.9
35212144,9749.1
35212145,2098.4
35212146,5834.4
35212147,6766.4
35212148,3616.4
35212149,4767.9
35212150,5544.9
35212151,4947
35212152,2668.3
35212153,4356.2
35212154,3134.7
35212155,5692.1
35212156,395
35212157,9475.7
35212158,9967.9
35212159,7262.7
35212160,3305.6
35212161,1841.4
35212162,6313.6
35212163,2555.6
35212165,5906
35212166,6713.3
35212167,3434.9
35212168,1605.6
35212169,6823.9
35212170,904.6
35212173,1113.7
35212174,3007.6
35212175,5366.2
35212176,2855.8
35212177,2583.5
35212178,513.8
35212180,5041.7
35212181,3426
35212182,14.2
35212184,38.9
3522,41.5
35220064,6.8
35220065,10.6
35220066,8.6
35220067,7.2
35220068,35.4
35220069,2532.7
35220070,2237.8
35220071,3462.7
35220072,3131.4
35220073,3525
35220074,553.8
35220075,1541.6
35220076,28.3
35220077,16.6
35220078,15.9
35220079,19.9
35220080,62.2
35220081,49.3
35220082,204.3
35220083,1094.6
35220084,1885.6
35220085,6748
35220086,1120.8
35220087,1280.1
35220088,1310.6
35220089,3643.6
35220090,2847.3
35220091,1909.9
35220092,2177.4
35220093,3246.8
35220094,2129.1
35220095,3806.4
35220096,3391.9
35220097,2742.8
35220098,2126.2
35220099,3528.3
35220100,5613.2
35220101,3720.9
35220102,1769.1
35220103,978.2
35220104,561.6
35220105,3590.5
35220106,6002.1
35220107,1575.2
35220108,5445
35220109,1200.8
35220110,41
35220111,5098.3
35220112,2430.1
35220113,2118.6
35220114,1645.6
35220115,3026.5
35220116,2279.3
35220117,780.8
35220118,2196.6
35220119,4894.3
35220120,3410.3
35220121,2926.2
35220122,2685.4
35220123,2766.2
35220124,2436.6
35220125,1885.8
35220126,3888
35220127,5504.5
35220128,603.2
35220129,227.2
35220130,24.9
35220131,14.8
35220132,55.6
35220133,13.9
35220134,148.1
35220135,1298.1
35220136,7.7
35220137,147
35220138,7.6
35220139,10.9
35220140,16.8
35220141,8.3
35220142,7.3
35220143,11
35220144,484.9
35220145,7.5
35220146,22.2
35220147,22.8
35220148,21
35220149,15.8
35220150,11.7
35220151,15.4
35220152,10.2
35220153,16.2
35220154,23.9
3523,83.7
35230052,2798.6
35230054,2833.2
35230055,2580.8
35230056,1838
35230057,1902.7
35230058,2307.7
35230059,3251.2
35230060,2541
35230061,957.1
35230062,2523.3
35230063,1983.7
35230064,3541.5
35230065,3059
35230066,3960.5
35230067,963.6
35230068,2223.1
35230069,5384.6
35230070,2604.5
35230071,1421.6
35230074,294.7
35230075,0
35230076,3421.4
35230077,1109.2
35230078,2913.1
35230079,4054.8
35230080,3108
35230081,4351.4
35230082,3593.9
35230083,1832.4
35230084,4225.2
35230085,2923.7
35230086,4970.1
35230087,9053.6
35230088,4497.9
35230089,4399.6
35230090,2897.8
35230091,3538.1
35230092,3849
35230093,4085.6
35230094,3279.9
35230095,1952.2
35230096,4923.2
35230097,3847.3
35230100,2633
35230101,3932.6
35230102,4315.3
35230103,3854.5
35230104,8126.3
35230105,9283.1
35230106,2399.3
35230108,4410
35230110,4469.2
35230111,7163.4
35230112,3942.9
35230113,1260.1
35230114,4120.7
35230117,1958
35230118,4040.3
35230119,3526.9
35230120,3674.5
35230121,3300.6
35230122,2856.4
35230124,3207.9
35230139,3350.3
35230141,2411.1
35230142,1791.8
35230143,1901.5
35230144,2676.8
35230145,2510.3
35230146,3237.4
35230147,3301.2
35230148,1697.3
35230149,7224.8
35230150,4627.5
35230151,1884.4
35230152,2591.4
35230153,2894.9
35230154,2358.5
35230155,2227.7
35230156,3428.3
35230157,1614.6
35230158,2506.8
35230159,3428.1
35230160,1920
35230161,1754.8
35230162,4485.2
35230163,2393
35230164,935.9
35230165,2121.9
35230166,1387.4
35230167,137.8
35230168,1900
35230169,1629.3
35230170,5770.4
35230171,1730.3
35230173,6549.8
35230175,1383.9
35230176,2576.9
35230177,2500
35230178,3756.2
35230179,1020.5
35230180,1677.3
35230181,2680
35230182,2837.6
35230183,2664.5
35230184,3100.2
35230185,1578
35230186,3752.2
35230187,1134.2
35230188,2741.2
35230189,2985.2
35230190,2873.6
35230191,2126.7
35230194,2287.2
35230202,2356.5
35230203,1905.3
35230215,100.2
35230216,2322.2
35230217,3323.5
35230218,2648.4
35230219,1319
35230220,1644.6
35230221,5378.4
35230227,1102.3
35230269,1121.1
35230270,1893.2
35230271,10336.4
35230272,1201.4
35230275,1174
35230276,5128.2
35230277,2902.1
35230278,2005.1
35230279,1719.1
35230280,1560
35230281,4.8
35230282,7.6
35230283,10
35230284,983.4
35230285,365.8
35230286,1811.6
35230287,91.8
35230288,26.2
35230289,7.2
35230290,32.4
35230291,27.9
35230292,12.5
35230293,25.3
35230294,831.3
35230295,698.1
35230296,2074.8
35230297,2567.6
35230298,2063.2
35230299,559.3
35230300,347.8
35230301,2744.6
35230302,1400.5
35230303,2646.2
35230304,2324.4
35230305,2077.2
35230306,609
35230307,55.3
35230308,2163.1
35230309,1975.7
35230310,2500
35230311,2858.1
35230312,1734.2
35230313,951.8
35230314,684.9
35230315,2955.3
35230316,5785.9
35230317,204.4
35230318,1444.1
35230319,1465
35230320,42.8
35230321,50.6
35230322,974.7
35230323,27.9
35230324,204.1
35230325,37.8
35230326,24.8
35230327,10.3
35230328,11.2
35230329,7.5
35230330,31.8
35230331,19.6
35230332,14.3
35230333,16.8
35230334,20.2
35230335,25.2
35230336,39.5
35230337,215.4
35230338,80.5
35230339,19.2
35230340,32.8
35230341,24.6
35230342,547.2
35230343,472.9
35230344,949.3
35230345,724.9
35230346,296.8
35230347,93.8
35230348,23.5
35230349,67.4
35230350,25
35230351,51.9
35230352,24.1
35230353,18.9
35230354,20.9
35230355,24.4
35230356,802.5
35230357,1937
35230358,69.4
35230359,722
35230360,2352.1
35230361,46.6
35230362,163.3
35230363,135.4
35230364,42.6
35230365,44.7
35230366,3210.4
35230367,2822.9
35230368,6189.6
35230369,1026.1
35230370,6415.6
35230371,3961.4
35230372,4431.7
35230373,5076.7
35230374,4277.4
35230375,2093.5
35230376,4448.2
35230377,3079.3
35230378,22.9
35230379,951.2
35230380,0
35230381,41.1
35230382,749.7
35230383,2907.5
35230384,2199.8
35230385,3035.3
35230386,2929.2
35230387,2605.8
35230388,4666.7
35230389,4393.4
35230390,3490.5
35230391,2237.6
35230392,5168.8
35230393,3611.7
35230394,236.6
35230395,27.6
35230396,5185.7
35230397,159.8
35230398,58.8
35230399,29
35230400,19.3
35230401,77.5
35230402,25.6
35230403,21.2
35230404,79.6
35230405,30.9
35230406,26.2
35230407,22.8
35230408,5024.5
35230409,3486.1
35230410,2222.8
35230411,3702.9
35230412,3866.9
35230413,1965.3
35230414,986.3
35230415,2150.9
35230416,1777.9
35230417,15.3
35230418,47.8
35230419,940.5
35230420,36.9
35230421,20.5
35230422,17.2
35230423,17.4
35230424,69.1
35230425,25
35230426,34.5
35230427,16.7
35230428,15.6
35230429,23.9
35230430,40.2
35230431,1548.3
35230432,508.8
35230433,68
35230434,2552.1
35230435,3714.3
35230436,5877.2
35230437,5474.3
35230438,14.5
35230439,11
35230440,20.3
35230441,28.4
35230442,15
35230443,16.5
35230444,18.6
35230445,10.2
35230446,14.1
35230447,15.8
35230448,47.4
35230449,938.1
35230450,70.2
35230451,26.4
35230452,11.4
35230453,12.9
35230454,12.3
35230455,9.4
35230456,8.3
35230457,24.8
35230458,1571.8
35230459,1940.1
35230460,1885.9
35230461,1948.3
35230462,585.1
35230463,272.9
35230464,16.5
35230465,561
35230466,24.6
35230467,29.1
35230468,1782.4
35230469,1647.5
35230470,29.5
35230471,29.4
35230472,13.3
35230473,1170.4
35230474,21.2
35230475,6.9
35230476,54.7
35230477,1790.4
35230478,1685.8
35230479,1056.4
35230480,43.9
35230481,8.2
35230482,2285.6
35230483,3998.6
35230484,2295.9
35230485,6637.5
35230486,2402.5
35230487,5696.2
35230488,696.5
35230489,1855.1
35230490,3752.3
35230491,3342.3
35230492,4285
35230493,6116.1
35230494,4927.1
35230495,3498.6
35230496,288.7
35230497,5560.9
35230498,1074.7
35230499,1322.9
35230500,1132.5
35230501,203.5
35230502,4821.6
35230503,5128.4
35230504,5019.5
35230505,109.5
3524,568.9
35240003,999.6
35240004,1787.1
35240005,1810.5
35240006,2855.1
35240007,3108
35240010,2813.2
35240012,2287.5
35240013,2448.8
35240014,2156.3
35240015,2430.6
35240016,2305.8
35240026,2222.2
35240027,3376.9
35240028,1733.9
35240029,4154.3
35240030,3098.8
35240031,209.4
35240032,5845.3
35240033,3628.8
35240034,2746.8
35240035,3048.5
35240036,2453.2
35240037,2977.4
35240050,1495.4
35240051,2793.4
35240052,4868.1
35240053,2189.6
35240054,3758.5
35240055,2468.8
35240056,3790.4
35240057,3210.4
35240058,3248.7
35240059,1691.4
35240060,773.3
35240061,1917.9
35240063,2895.8
35240064,3898.8
35240065,10042.6
35240066,2137.1
35240067,2656.7
35240068,1283.5
35240069,2660.6
35240070,4615.4
35240071,2827.8
35240073,4876.9
35240074,1821.1
35240075,4292.6
35240076,5508.4
35240077,3184.1
35240078,1408
35240079,918.1
35240081,2049.4
35240082,4948.7
35240083,3388.3
35240084,3330.9
35240085,3552.1
35240086,3567.4
35240087,5242.1
35240098,2647.3
35240099,4401.7
35240100,4241.5
35240101,3351.3
35240102,3418.9
35240104,5675.3
35240105,4931
35240106,4457.8
35240107,2386.4
35240108,5939.3
35240109,3541.2
35240110,2941.2
35240111,4164.7
35240112,2149.5
35240113,1744.6
35240114,1166.1
35240115,3702.1
35240116,4952.2
35240117,4280.4
35240118,4465.9
35240120,2410.4
35240123,3340.2
35240124,1443.3
35240125,1903.4
35240126,644
35240127,2114.8
35240128,5053.2
35240129,2022.3
35240130,2424.4
35240131,2997.5
35240132,3261.4
35240134,185.5
35240135,819.8
35240136,2501.3
35240137,1805.2
35240138,1279.3
35240139,1600.6
35240140,1017.5
35240141,1235.1
35240142,1637.2
35240143,2291.7
35240144,1563.6
35240145,3002.2
35240146,2582.9
35240147,378.9
35240148,921
35240150,5793.5
35240152,3288.2
35240153,4744.6
35240154,4695.4
35240155,5451.2
35240156,2279
35240157,772.3
35240158,4064.3
35240159,3842.4
35240160,2293
35240161,2243.2
35240162,4087.3
35240165,2789.7
35240166,4163.2
35240167,2771.5
35240168,3398.5
35240169,6319.4
35240170,2677.8
35240171,4575.6
35240172,4123
35240173,4312.7
35240174,3739.7
35240175,2080
35240176,4136.8
35240177,4293.2
35240179,2981.3
35240180,5251.9
35240181,3006.6
35240182,4461
35240184,4798.3
35240188,4659.9
35240189,1781.7
35240192,4171.3
35240193,7254
35240194,2378.5
35240195,9378
35240196,2664
35240197,3795.9
35240198,3205.8
35240199,2416.2
35240200,2135.9
35240201,1638.5
35240202,1180.9
35240203,1043.2
35240204,1184.2
35240205,1276.8
35240206,1248.5
35240207,2230.4
35240208,3228.5
35240209,2309.8
35240210,976
35240211,586.5
35240212,1334
35240213,6387
35240214,1753.6
35240215,2914.6
35240216,2357.6
35240217,4945.7
35240218,2810
35240219,3185.5
35240220,8547.9
35240221,1262.1
35240222,194.5
35240223,4357.4
35240224,18263.5
35240225,6107.2
35240226,3534.7
35240227,3834.5
35240228,3664.1
35240229,1976.3
35240230,2657.4
35240231,1997.4
35240232,2689.4
35240233,2409.3
35240234,1733.4
35240235,2208.1
35240236,2800
35240237,1983.1
35240238,1897.6
35240239,247
35240240,2493
35240241,1664.7
35240242,3049.6
35240243,2940.8
35240244,2252.2
35240245,2502.5
35240246,2184.9
35240247,3395.4
35240248,2044.6
35240249,2525.9
35240250,2588.9
35240251,2964.1
35240252,2285.8
35240253,11480.5
35240254,2347.9
35240255,13027.3
35240256,1734
35240257,5166.5
35240258,2294.8
35240259,6666.7
35240260,1871.8
35240261,2528.5
35240262,3499
35240263,3319
35240265,3577.2
35240266,1718.2
35240267,8.5
35240268,870.9
35240269,333.9
35240270,1058.2
35240271,2823.4
35240272,466.8
35240273,4872.7
35240274,3705.8
35240275,3643.3
35240276,2348.8
35240277,5758.9
35240278,4416
35240279,3669.3
35240280,5951.2
35240281,4364.4
35240282,4225
35240284,2427.9
35240285,2016
35240286,1878.7
35240287,3986.1
35240288,4058.9
35240289,3435.7
35240290,4522.7
35240291,2346.9
35240292,3659.7
35240293,597.1
35240297,4665.9
35240298,1982.1
35240299,2738.6
35240301,1086.3
35240302,3986.3
35240303,4427.5
35240304,3801.1
35240305,4274.1
35240307,9347.4
35240317,4799.1
35240318,4160.9
35240319,4673.3
35240320,3631.6
35240321,2919.8
35240322,4097.1
35240323,2438.5
35240324,4525
35240325,2567.1
35240326,3444.2
35240327,2965.3
35240328,2034.9
35240329,4769
35240330,4020.6
35240331,3785.5
35240332,1743.2
35240333,1903.2
35240334,2680.9
35240335,2472.3
35240336,3510.6
35240337,1415.8
35240338,2758.4
35240339,3796.9
35240340,2931.3
35240341,3089.1
35240342,3035.6
35240343,3082.6
35240344,3476.3
35240345,2091.4
35240346,3141.3
35240347,5712.6
35240348,3457.8
35240349,3225.3
35240350,4669.7
35240351,3959.4
35240352,4416.3
35240353,2277.1
35240354,1502.1
35240355,5265.9
35240356,5274.6
35240357,4599.1
35240358,1355.2
35240359,3520.3
35240363,4601.2
35240364,5062.8
35240365,4255.1
35240366,2900.7
35240367,3675.1
35240368,1980.9
35240369,1827.2
35240370,2444.8
35240371,1691.2
35240372,2425.7
35240373,2177.8
35240374,2535.6
35240375,5654.2
35240376,5224.6
35240377,5061.4
35240378,2131
35240379,4740.7
35240380,2415.5
35240381,568.4
35240382,1874.2
35240383,2516.2
35240384,2688
35240385,1728.2
35240386,2221.3
35240387,1482.6
35240388,113.4
35240391,2642.6
35240392,2869.2
35240393,1629.5
35240394,1190.7
35240395,1940.1
35240396,1817.8
35240397,8749.6
35240398,1214.8
35240399,2288.9
35240400,710.4
35240401,857.5
35240402,123.9
35240403,115.5
35240404,633.4
35240405,1964.4
35240406,1611.7
35240409,8569.4
35240410,3267.3
35240411,1513.3
35240412,1970.3
35240413,2466.6
35240414,1673
35240417,22463.8
35240420,3165.6
35240421,3835.9
35240422,4579.6
35240423,9854.1
35240425,3178.7
35240427,6595.4
35240428,3557.5
35240429,20851.9
35240431,677.1
35240432,2897.8
35240433,2423.8
35240436,3024.5
35240437,1394.3
35240438,2659.5
35240439,2574.2
35240440,3835
35240441,3176.8
35240442,2664.7
35240443,2295.1
35240444,2152
35240445,9186.7
35240446,2143.7
35240447,6372.7
35240448,2136.4
35240449,538
35240450,946.8
35240451,1803.3
35240452,899.1
35240453,611.5
35240455,88101.3
35240459,4015.7
35240460,3477.9
35240461,4011.4
35240462,3633.9
35240463,1885.3
35240464,3565
35240465,8853.8
35240466,5362.9
35240467,1578
35240468,1554.6
35240469,4435.3
35240470,1439.1
35240471,1984.6
35240472,2324.8
35240473,2165.1
35240474,2615.1
35240475,2573.6
35240476,2311
35240477,2132.9
35240478,4055.8
35240479,4916.1
35240480,3535.5
35240481,3129.5
35240482,2383.3
35240483,526
35240484,461.3
35240485,3455.2
35240486,1233.2
35240487,3485.8
35240488,4997.9
35240489,3755
35240490,3263.6
35240491,3239
35240492,3358.5
35240493,3501.9
35240494,3442.5
35240495,6605
35240496,3106.6
35240497,2830.8
35240498,3808.1
35240499,3823.9
35240501,3555.9
35240503,3762.8
35240504,2716.3
35240505,3699.9
35240506,3019
35240507,1484.2
35240508,3269.6
35240509,5411.1
35240510,3404
35240512,3897.4
35240513,4230.1
35240516,1877.1
35240517,2915.4
35240518,2836
35240519,2550.2
35240520,2217.1
35240521,2177.7
35240522,2500
35240523,1651.8
35240524,1060.8
35240525,2019.3
35240526,3136.4
35240528,353.4
35240529,2002.6
35240530,4684
35240531,4361.5
35240532,3001.3
35240533,5014.2
35240534,1659.9
35240535,1988.1
35240536,4297.4
35240537,4029.1
35240538,1101.8
35240539,1496.3
35240540,4101.2
35240541,3106.7
35240542,3970
35240543,909.6
35240544,4031.3
35240545,1151.7
35240546,9097.6
35240552,1303.6
35240562,438
35240563,3859.6
35240564,3080.4
35240565,3528.7
35240566,1734.9
35240567,1904.5
35240568,1962.7
35240569,2875.1
35240570,331.8
35240571,200.9
35240572,2588.4
35240573,565.5
35240577,839.5
35240578,1363.6
35240579,1133.9
35240580,1776.4
35240581,1965.8
35240582,2222.2
35240583,2371.5
35240584,1684.8
35240585,1101
35240586,2503.7
35240587,3683.1
35240588,3264.7
35240589,5640.9
35240590,6222.3
35240591,5921.1
35240592,15812.1
35240593,367.5
35240594,6247.4
35240595,703.5
35240596,7370
35240598,19021.6
35240600,487
35240601,2253.6
35240602,1215
35240603,2937.7
35240604,3547.8
35240605,4610
35240606,4875.6
35240607,5000
35240608,5532.3
35240609,4053.3
35240610,2536.6
35240611,2524.4
35240612,5572.1
35240613,2332.9
35240614,3874.5
35240615,3957.4
35240616,2626.3
35240617,1019.3
35240619,1050.2
35240620,2382.1
35240621,31.6
35240622,68.5
35240623,92.7
35240624,376.2
35240625,44.3
35240626,82.2
35240627,21.5
35240628,51.7
35240629,52
35240630,26.6
35240631,30.5
35240632,39.7
35240633,61.9
35240634,18
35240635,25.2
35240636,10.2
35240637,182.1
35240638,39.7
35240639,40.7
35240640,34.8
35240641,106.5
35240642,93.5
35240643,39.9
35240644,32.9
35240645,34.2
35240647,65.5
35240648,4186.3
35240649,5714.3
35240650,2569.4
35240651,2541.6
35240654,2723.9
35240655,2335
35240656,3864.3
35240659,4464
35240660,2322.3
35240661,4398.2
35240662,1519.2
35240663,4254.3
35240664,872.9
35240665,3933.1
35240666,3796.9
35240667,3360.7
35240668,7389.4
35240669,2073
35240670,5716.7
35240671,7670.6
35240672,5369.8
35240673,7954.5
35240674,593.3
35240675,4445.7
35240676,7344.3
35240677,4596.2
35240678,396.8
